Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Sales growth 5Years,Profit growth 5Years,Average return on equity 5Years,Price to book value,Return on equity,Debt to equity,Sales growth 3Years,Profit growth 3Years,Pledged percentage,Historical PE 5Years,Cash from operations last year,Cash from operations preceding year,Days Receivable Outstanding,Interest Coverage Ratio,OPM,OPM last year,OPM preceding year,OPM latest quarter,OPM preceding quarter,OPM 5Year,OPM preceding year quarter,Dividend Payout Ratio,Dividend Payout
Repono,544463,,INE15WN01014,Oil,Oil Storage & Transportation,82.45,12.88,84.75,0.00,3.53,42.91,34.78,19.93,27.52,26.64,32.36,31.84,1.90,22.41,0.20,71.19,119.76,0.00,11.41,-18.23,-1.37,86.01,10.08,15.31,15.31,15.99,13.57,17.22,15.36,,0.00,0.00
Repro India,532687,REPRO,INE461B01014,Printing & Publication,Printing & Publication,319.45,,458.26,0.00,128.56,-165.93,139.91,20.13,1.21,29.04,10.23,-1.28,1.31,-4.42,0.53,5.39,,0.00,85.14,3.26,50.07,55.55,0.31,6.39,7.37,6.87,2.73,8.07,8.25,5.93,0.00,0.00
Resgen,543805,,INE0NYN01016,Petroleum Products,Refineries & Marketing,47.34,9.74,99.30,0.00,6.16,48.79,33.20,-15.89,18.80,,,,1.46,16.27,0.02,,,0.00,10.14,4.25,7.49,128.84,61.80,19.05,19.05,23.60,20.33,17.93,,,0.00,0.00
Resonance Speci.,524218,,INE486D01017,Chemicals & Petrochemicals,Specialty Chemicals,161.40,12.84,186.26,0.62,5.74,252.15,32.58,53.17,20.00,5.13,-0.48,13.15,2.54,14.97,0.03,15.89,27.20,0.00,18.32,17.32,-2.52,56.18,114.76,18.62,15.67,13.93,22.90,23.04,14.97,11.99,11.10,11.10
Resourceful Auto,544236,,INE0SK201011,Automobiles,Auto Dealer,41.00,7.21,10.89,0.00,1.30,-33.33,18.14,45.00,11.89,18.93,,16.89,0.59,8.58,0.69,11.70,53.19,0.00,9.55,-8.12,-3.08,166.50,2.75,9.91,9.91,9.40,11.08,5.17,9.38,,0.00,0.00
Response Info.,538273,,INE401B01010,IT - Software,Software Products,22.48,7.66,18.99,0.00,0.22,631.82,6.69,8.60,11.92,,,,0.94,12.11,0.09,32.78,52.29,20.09,20.98,-2.77,-2.03,168.56,45.33,9.32,7.91,7.12,6.13,15.00,,0.00,0.00,0.00
Responsive Ind,505509,RESPONIND,INE688D01026,Consumer Durables,"Furniture, Home Furnishing",154.90,40.57,4129.77,0.06,2.74,-94.51,192.87,-43.06,10.77,13.03,13.08,9.40,2.65,10.26,0.13,12.71,82.22,5.65,40.89,39.62,75.41,194.27,5.38,15.42,17.34,20.81,12.09,10.78,16.74,21.43,1.80,1.80
Restaurant Brand,543248,RBA,INE07T201019,Leisure Services,Restaurants,97.15,,6917.84,0.00,-33.01,32.40,822.61,17.90,-0.47,22.97,4.15,-26.68,7.85,-22.72,2.73,11.17,5.14,0.00,,302.66,350.44,5.97,0.01,12.07,11.63,10.52,12.18,13.44,9.22,10.43,0.00,0.00
Restile Ceramics,515085,,INE298E01022,Consumer Durables,Ceramics,8.12,,79.80,0.00,-0.16,-45.45,1.67,122.67,-1.04,25.20,14.77,,,,,41.91,24.08,0.00,59.36,0.68,1.04,0.00,,4.13,5.68,-40.56,-4.19,-11.11,-23.11,-1.33,0.00,0.00
Retaggio Indust.,544391,,INE0KWJ01014,Consumer Durables,"Gems, Jewellery And Watches",46.63,10.67,95.54,0.00,1.23,,13.15,,20.83,,,20.70,1.35,21.37,0.30,53.83,42.55,0.00,9.35,-25.24,0.68,214.58,8.52,14.31,14.31,17.20,12.55,11.88,,,0.00,0.00
Retina Paints,543902,,INE0NTC01019,Consumer Durables,Paints,37.50,89.89,57.53,0.00,0.44,-53.68,15.74,6.35,4.84,31.10,66.51,3.52,1.65,1.86,0.53,33.22,28.73,0.00,88.33,-4.26,-10.79,354.24,1.69,11.84,11.84,14.35,10.86,13.75,4.94,,0.00,0.00
Retro Green,519191,,INE601N01010,Agricultural Food & other Products,Tea & Coffee,1.19,,4.52,0.00,-0.06,-300.00,0.04,-93.44,0.36,,,,0.12,0.30,0.01,,,0.00,176.50,-0.07,12.18,989.96,,22.58,23.02,-15.74,-75.00,14.29,,4.92,0.00,0.00
Revathi Equip,544246,RVTH,INE0DAB01012,Industrial Manufacturing,Industrial Products,734.45,14.52,225.25,0.00,2.04,257.89,30.02,34.86,14.95,1.57,21.82,,1.60,10.52,0.48,,,0.00,20.20,-30.16,27.89,155.93,3.13,14.48,12.64,16.82,12.72,28.81,,0.27,0.00,0.00
Revati Media,524504,,INE270D01015,Commercial Services & Supplies,Trading & Distributors,12.81,,3.84,0.00,-0.07,-16.67,0.00,,-10.63,,,-15.79,,-42.18,3.28,,,0.00,,-0.18,-0.29,,-7.00,,,,,,,,0.00,0.00
Rex Pipes&Cables,,REXPIPES,INE00D001018,Industrial Products,Plastic Products - Industrial,160.65,35.64,151.81,0.00,2.70,-23.51,59.82,-0.15,13.28,14.94,30.40,14.32,3.69,10.96,0.71,0.88,5.38,0.00,17.99,4.37,2.41,103.40,3.24,7.05,7.05,8.14,6.74,7.25,7.41,,0.00,0.00
Rex Sealing,543744,,INE0MFT01014,Industrial Products,Packaging,105.00,15.08,27.14,0.00,1.10,52.78,20.91,25.74,11.49,17.53,37.22,9.71,1.08,8.43,0.15,15.02,77.84,0.00,22.60,4.54,-1.83,72.92,4.39,10.32,10.32,9.22,10.57,10.01,9.13,,0.00,0.00
Rexnord Electr.,531888,,INE687C01012,Industrial Manufacturing,Industrial Products,80.38,16.15,106.58,0.00,2.48,60.00,34.11,8.11,8.34,19.37,4.71,10.04,1.08,5.68,0.22,11.17,-11.71,0.00,19.14,16.23,4.10,31.05,4.43,15.32,14.68,14.11,16.89,26.56,15.23,14.58,0.00,0.00
Rexpro Enter.,,REXPRO,INE113601012,Consumer Durables,"Furniture, Home Furnishing",39.40,19.62,44.15,0.00,0.39,-90.60,28.57,-45.46,5.53,38.78,39.89,14.12,0.69,3.58,0.24,7.09,46.20,0.00,9.52,-2.52,-2.97,100.15,4.95,3.16,3.16,11.87,2.00,11.35,6.58,,0.00,0.00
RFBL Flexi Pack,,RFBL,INE0V2V01015,Industrial Products,Packaging,84.65,23.92,197.36,0.00,6.89,56.59,133.82,46.03,34.31,,,,,37.06,0.38,46.96,130.92,0.00,16.25,10.38,-12.44,47.90,13.27,8.80,8.80,9.29,8.41,,,,0.00,0.00
Rhetan TMT Ltd,543590,RHETAN,INE0KKN01029,Industrial Products,Iron & Steel Products,25.42,159.50,2025.66,0.00,3.16,315.79,4.06,-19.44,10.93,-14.05,139.76,7.14,18.65,10.17,0.38,-34.26,23.86,0.00,237.18,1.34,4.97,365.00,12.47,22.89,27.13,10.74,-16.26,29.92,10.90,12.10,0.00,0.00
RHI Magnesita,534076,RHIM,INE743M01012,Industrial Products,Electrodes & Refractories,371.35,40.95,7668.43,0.67,64.61,83.19,1013.97,5.59,6.52,24.02,-4.22,8.45,2.15,2.91,0.13,13.82,-26.16,0.00,50.31,409.10,373.08,63.84,8.16,11.72,10.99,13.12,13.58,9.37,13.76,10.65,-13.48,-13.48
Riba Textiles,531952,,INE811H01017,Textiles & Apparels,Other Textile Products,66.00,8.11,63.71,0.00,0.43,-40.28,39.25,-21.89,10.08,6.11,6.80,8.64,0.60,7.97,0.72,1.71,3.19,0.00,8.65,28.08,17.61,57.56,2.42,9.86,8.85,7.67,12.20,9.85,7.75,6.63,0.00,0.00
Rich Universe,530271,,INE652D01014,Finance,Non Banking Financial Company (NBFC),8.67,7.96,6.29,0.00,0.15,350.00,0.21,,5.59,,10.03,0.49,0.83,6.81,0.22,,268.40,0.00,68.55,-0.13,0.09,,,19.05,,,71.43,,,,0.00,0.00
Richa Info,,RICHA,INE0J1P01015,IT - Hardware,Computers Hardware & Equipments,78.00,14.35,107.35,0.00,1.91,-60.29,56.88,-51.40,8.77,48.00,59.26,7.44,0.82,6.41,0.10,61.02,108.94,0.00,16.71,-25.02,-83.97,134.28,10.03,7.81,7.81,6.30,9.16,6.91,7.26,6.41,0.00,0.00
Richfield Fin,539435,,INE201C01012,Finance,Other Financial Services,19.41,30.72,18.74,0.00,0.34,277.78,4.90,123.74,9.08,62.70,-4.47,2.92,1.32,3.10,4.72,229.83,227.11,0.00,60.44,-47.32,-20.72,0.00,1.14,40.24,36.72,21.84,49.18,29.30,33.51,41.10,0.00,0.00
Rico Auto Inds,520008,RICOAUTO,INE209B01025,Auto Components,Auto Components & Equipments,130.46,49.29,1765.12,0.42,-3.38,-121.00,755.08,38.94,9.15,11.01,49.78,5.76,2.26,7.69,0.93,2.48,6.02,0.00,29.08,325.65,193.10,51.92,1.98,7.59,9.09,8.83,4.61,7.06,9.28,9.91,14.73,14.73
Riddhi Corporate,540590,,INE325X01015,IT - Services,IT Enabled Services,55.83,7.95,66.25,0.88,0.44,-66.67,52.05,-51.41,11.59,43.11,31.30,16.21,0.87,12.66,0.43,36.89,2.83,0.00,17.48,23.88,37.32,31.93,3.74,3.82,3.76,11.52,5.30,2.50,10.61,4.23,6.32,6.32
Riddhi Display,544640,,INE1DKT01011,Consumer Durables,Houseware,29.50,5.98,25.49,0.00,1.14,-40.31,14.61,36.93,20.65,,,29.70,0.69,17.94,0.23,18.41,172.73,0.00,4.77,-9.94,-1.04,219.75,5.71,26.46,26.46,27.53,20.53,32.94,19.04,,0.00,0.00
Riddhi Siddhi Gl,524480,,INE249D01019,Commercial Services & Supplies,Trading & Distributors,766.00,38.58,546.14,0.39,3.01,-58.76,89.87,-41.87,2.74,-13.87,19.29,1.13,0.36,1.30,0.19,10.90,-15.83,0.00,9.36,-9.24,-28.30,12.74,2.06,-8.57,-5.21,1.92,-2.96,-88.95,1.89,-0.16,-16.83,-16.83
Riddhi Steel,540082,,INE367U01013,Industrial Products,Iron & Steel Products,206.20,22.39,256.42,0.00,5.37,27.25,211.08,-10.76,14.74,6.95,54.28,10.58,3.49,16.88,1.87,14.81,49.89,0.00,13.94,6.05,12.72,37.57,2.14,6.40,6.40,5.70,6.21,6.56,5.85,,0.00,0.00
Rikhav Securitie,544340,,INE0CFH01028,Capital Markets,Stockbroking & Allied,45.00,9.05,172.31,0.00,1.18,104.39,1596.05,609.13,13.12,143.80,14.75,17.63,0.70,8.07,0.03,232.98,-1.94,16.62,6.92,65.47,-187.13,2.79,5.93,0.86,0.86,10.64,-0.14,5.08,6.39,,0.00,0.00
RIR Power Electr,517035,RIR,INE302D01024,Electrical Equipment,Other Electrical Equipment,169.86,189.57,1351.62,0.12,1.39,-42.80,23.95,-9.49,7.93,24.75,39.91,9.85,9.69,5.61,0.10,16.59,6.10,0.00,155.12,-21.93,1.29,85.48,8.31,11.22,11.22,12.97,8.73,4.24,12.87,13.04,2.01,2.01
Risa Internatio.,530251,,INE001O01029,Commercial Services & Supplies,Trading & Distributors,0.43,,6.86,0.00,-0.40,-166.67,0.00,,-20.81,,9.37,,,,,,,0.00,,0.64,0.16,,-0.42,,,,,,,,0.00,0.00
Rish.Digh.Steel,531539,,INE864D01015,Industrial Products,Iron & Steel Products,34.20,89.33,18.76,0.00,0.14,-17.65,0.00,,3.40,19.63,24.57,-1.24,1.02,1.37,0.16,361.04,36.50,0.00,20.40,-0.64,-0.87,0.00,5.67,-51.02,-56.12,-100.00,,-48.33,-105.39,,0.00,0.00
Rishabh Instrum.,543977,RISHABH,INE0N2P01017,Electrical Equipment,Other Electrical Equipment,738.45,35.34,2857.58,0.27,19.37,-3.40,198.28,4.18,14.50,14.73,18.60,9.75,3.82,12.02,0.11,10.82,20.47,0.00,34.08,108.48,64.95,62.12,21.64,16.78,16.37,6.80,16.80,16.25,12.33,14.92,0.00,0.00
Rishi Laser,526861,,INE988D01012,Industrial Manufacturing,Industrial Products,132.35,48.26,132.22,0.00,0.50,-71.75,42.26,3.00,9.59,16.71,26.39,10.12,1.63,5.59,0.48,6.30,-5.14,0.00,13.99,8.12,8.85,55.87,1.77,7.36,7.94,9.12,6.51,5.62,7.42,8.75,0.00,0.00
Rishi Techtex,523021,,INE989D01010,Industrial Products,Packaging,40.40,10.90,29.86,0.00,0.90,38.46,47.31,56.24,10.46,12.63,42.87,5.36,0.82,7.06,0.86,11.21,34.39,0.00,16.77,6.58,5.20,68.01,2.65,6.48,6.51,6.82,6.66,6.70,6.39,6.87,0.00,0.00
Rishiroop,526492,,INE582D01013,Industrial Products,Rubber,108.50,9.28,99.43,1.38,12.68,46.25,25.05,41.85,5.34,5.69,-17.56,9.22,0.73,3.36,0.00,-6.72,-17.64,0.00,8.32,3.77,1.37,58.81,100.93,12.04,6.96,7.33,22.87,10.25,10.37,7.93,20.51,20.51
Rita Finance and,543256,,INE018S01016,Finance,Non Banking Financial Company (NBFC),10.48,16.90,10.48,0.00,0.15,-31.82,0.43,16.22,5.33,-2.51,-1.65,4.58,0.61,4.16,0.19,4.66,-2.74,77.32,35.47,0.99,-2.45,0.00,7.38,67.63,78.20,72.82,44.19,73.68,66.56,81.08,0.00,0.00
Ritco Logistics,542383,RITCO,INE01EG01016,Transport Services,Logistics Solution Provider,301.80,27.11,863.83,0.00,3.47,-43.36,365.12,3.05,10.14,,,,2.37,10.47,1.30,26.08,13.79,0.00,20.50,-33.45,-16.04,120.54,2.56,6.30,6.57,7.60,6.00,5.08,,7.11,0.00,0.00
Rite Zone,,RITEZONE,INE0MRA01019,Chemicals & Petrochemicals,Specialty Chemicals,20.50,25.50,8.67,0.00,0.16,-42.86,13.79,15.49,4.11,46.38,102.44,6.19,0.56,2.23,0.10,4.38,-25.73,0.00,20.76,0.66,-0.03,188.50,6.18,2.58,2.58,4.69,2.25,2.98,4.78,,0.00,0.00
Rites,541556,RITES,INE320J01015,Construction,Civil Construction,215.80,24.85,10371.43,3.68,97.78,8.88,532.20,8.67,22.00,4.86,-0.90,17.91,3.87,15.42,0.00,-2.78,-8.83,0.00,24.79,327.48,637.06,140.74,193.13,22.57,22.94,24.48,21.54,21.89,26.23,23.31,115.39,115.39
Ritesh Intl.,519097,,INE534D01014,Chemicals & Petrochemicals,Commodity Chemicals,79.92,13.98,74.91,0.00,1.74,297.73,50.54,44.19,17.88,17.40,14.70,12.03,2.50,15.33,0.30,9.66,43.28,0.00,12.63,6.80,1.75,13.07,9.36,4.93,4.26,4.39,5.62,4.31,3.52,2.77,0.00,0.00
Rithwik Facility,540843,,INE819Y01015,Commercial Services & Supplies,Diversified Commercial Services,156.00,13.60,47.74,0.64,1.79,-4.28,19.78,-14.41,17.71,13.30,32.48,13.10,1.76,13.78,0.08,8.06,11.68,0.00,15.97,3.06,6.26,27.25,16.73,11.92,11.92,12.36,11.58,12.20,11.10,,8.72,8.72
Riyaasat Life,544804,,INE0KYI01012,Textiles & Apparels,Garments & Apparels,70.35,14.56,75.59,0.00,10.08,-8.78,27.54,38.05,27.84,,,50.45,,33.07,2.26,16.82,57.83,0.00,9.39,-3.39,1.49,9.63,2.23,36.56,36.56,25.97,56.54,-57.80,24.37,,0.00,0.00
RKD Agri,511169,,INE552N01023,Agricultural Food & other Products,Other Agricultural Products,5.04,,29.46,0.00,0.07,163.64,0.07,-84.09,-14.37,18.38,,,7.75,-19.91,0.44,2.55,,0.00,332.00,-0.03,-0.69,187.60,-12.20,-27.27,-30.73,0.00,100.00,-22.58,-2.66,-22.73,0.00,0.00
RKEC Projects,,RKEC,INE786W01010,Construction,Civil Construction,21.73,,56.11,0.00,-17.30,-616.42,17.32,-77.23,-5.54,-2.29,,2.98,0.37,-19.43,1.72,-15.63,,75.24,11.81,-30.22,11.34,261.54,-2.08,-40.66,-10.66,13.22,-108.89,-108.71,11.27,14.84,0.00,0.00
RLF,512618,,INE629C01014,Textiles & Apparels,Other Textile Products,8.67,,9.49,0.00,0.03,400.00,0.03,-75.00,0.03,6.36,8.45,-1.37,0.31,-1.17,0.13,,1.92,0.00,133.89,0.29,0.46,491.63,0.06,-132.50,-87.76,-32.08,-533.33,-162.50,,-58.33,0.00,0.00
RMC Switchgears,540358,RMC,INE655V01019,Electrical Equipment,Other Electrical Equipment,233.54,12.17,247.13,0.00,2.08,-48.90,37.24,-55.94,21.98,,,,1.89,18.77,0.81,47.53,23.78,0.00,34.09,-11.60,11.53,186.33,3.19,11.71,11.71,16.38,20.81,12.31,,10.51,0.00,0.00
RNFI Services,,RNFI,INE0SA001017,Finance,Other Financial Services,299.15,26.73,758.55,0.00,5.06,-11.58,269.91,8.14,27.26,48.53,31.11,25.72,4.42,20.57,0.17,-3.16,75.40,0.00,34.53,-16.64,29.90,19.57,21.07,5.73,5.97,4.04,3.94,6.67,2.99,4.73,0.00,0.00
RNIT AI Solution,517286,,INE335Q01026,Auto Components,Auto Components & Equipments,99.84,67.89,846.56,0.00,1.27,54.88,7.85,25.60,20.15,,,,6.09,16.63,0.13,,,0.00,43.43,11.23,-6.82,146.21,17.28,39.96,40.33,31.71,35.29,40.18,,35.84,0.00,0.00
Roadstar Infra,544374,ROADSTAR,INE0JEI23010,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",63.00,,2869.51,8.41,34.20,129.45,295.57,-2.51,2.18,,,,0.73,-5.59,0.84,38.69,,0.00,,848.83,756.52,4.39,0.76,50.06,36.78,58.90,68.05,3.04,,16.92,-87.32,-87.32
Robust Hotels,543901,RHL,INE508K01013,Leisure Services,Hotels & Resorts,167.89,10.84,290.31,0.00,6.12,51.86,33.85,1.84,5.71,42.81,22.96,2.46,0.39,3.46,0.20,11.72,-23.54,0.00,24.51,45.64,54.35,12.80,3.38,33.76,34.01,30.94,32.23,34.28,27.29,29.96,0.00,0.00
Rockingdeals Cir,,ROCKINGDCE,INE0PTR01012,Commercial Services & Supplies,Trading & Distributors,234.25,20.86,211.30,0.00,4.87,127.57,64.79,90.17,20.44,,,,2.73,18.14,0.22,99.87,91.17,0.00,26.95,-21.47,3.00,60.03,12.85,13.58,13.58,18.81,11.79,15.69,,,0.00,0.00
Rodium Realty,531822,,INE513E01024,Realty,"Residential, Commercial Projects",148.00,8.04,48.07,0.00,-0.04,-101.76,14.58,0.34,10.99,34.41,37.78,14.04,1.92,38.85,4.25,18.61,205.89,0.00,19.93,1.35,5.68,207.43,4.92,13.95,17.95,13.42,4.46,18.48,11.40,24.98,0.00,0.00
Rolcon Engg. Co.,505807,,INE775R01013,Industrial Products,Other Industrial Products,499.80,12.37,37.98,0.50,0.74,-17.78,12.60,1.20,13.29,14.84,43.01,14.71,1.32,11.91,0.04,2.36,1.71,0.00,12.74,2.93,3.63,64.78,48.00,8.82,8.55,8.69,11.75,5.24,8.88,10.52,5.88,5.88
Rolex Rings,543325,ROLEXRINGS,INE645S01024,Auto Components,Auto Components & Equipments,171.72,23.27,4504.78,0.00,60.14,22.34,304.34,4.38,21.16,13.16,15.60,21.66,3.85,15.70,0.00,-1.01,-3.24,5.13,28.69,189.59,227.24,70.10,169.81,20.53,20.13,20.84,22.58,18.40,21.41,21.12,0.00,0.00
Rollatainers,502448,ROLLT,INE927A01040,Industrial Products,Packaging,4.37,,109.31,0.00,-0.06,86.05,0.00,,-11.54,,14.59,,11.78,-73.85,1.21,,19.60,0.00,74.67,-0.74,-3.75,,-37.00,,,,,,,,0.00,0.00
Roni Households,542145,,INE02AP01013,Commercial Services & Supplies,Trading & Distributors,27.25,,31.32,0.00,-0.52,-182.54,1.40,-66.98,-2.34,-26.01,,-0.68,1.98,-3.12,0.16,-24.42,,0.00,88.83,0.46,1.48,666.86,-2.56,-58.65,-58.65,18.54,-87.14,-19.59,5.41,,0.00,0.00
Roopa Industries,530991,,INE443C01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,49.45,9.22,38.90,0.00,0.33,17.86,33.32,-4.99,15.03,34.83,41.40,13.32,2.21,23.19,1.76,18.73,44.46,0.00,24.79,4.68,-6.59,62.75,2.32,6.58,6.38,3.41,4.59,10.19,5.39,3.99,0.00,0.00
Rose Merc.,512115,,INE649C01012,Commercial Services & Supplies,Trading & Distributors,61.98,8.40,48.88,0.56,5.45,7.03,27.51,24.31,21.61,,,,0.68,12.38,0.04,310.40,234.72,0.00,17.35,1.13,-0.30,59.40,97.22,18.05,20.77,21.00,19.12,18.59,,30.28,3.67,3.67
Roselabs Finance,531324,,INE475C01012,Finance,Other Financial Services,21.85,,21.85,0.00,-0.05,0.00,0.00,,-166.67,49.88,,,,,,,12.56,0.00,931.67,-0.20,-0.32,0.00,,-16.53,-16.53,-43.66,,,,,0.00,0.00
Rossari Biotech,543213,ROSSARI,INE02A801020,Chemicals & Petrochemicals,Specialty Chemicals,460.25,16.92,2549.51,0.11,35.10,4.46,697.20,28.23,13.33,27.57,11.16,12.56,1.91,10.77,0.33,13.11,8.19,0.00,34.37,65.07,137.44,84.90,7.04,11.71,11.93,12.74,11.56,11.28,12.78,12.48,1.86,1.86
Rossell India,533168,ROSSELLIND,INE847C01020,Agricultural Food & other Products,Tea & Coffee,56.96,18.09,214.72,0.70,3.81,-52.43,36.78,-15.60,9.37,-6.84,-14.20,7.94,1.08,8.24,0.32,-13.83,-16.27,0.00,12.33,28.46,32.58,1.36,3.58,9.47,11.38,14.32,17.86,-149.22,12.78,24.58,9.51,9.51
Rossell Techsys,544294,ROSSTECH,INE0OJW01016,Aerospace & Defense,Aerospace & Defense,1150.50,163.78,4336.98,0.03,7.14,116.36,154.46,77.09,11.50,,,,28.01,15.72,2.64,,,0.00,124.03,-82.80,-42.26,87.64,2.22,12.91,12.91,13.52,14.36,11.35,,12.59,5.17,5.17
Roto Pumps,517500,ROTO,INE535D01037,Industrial Products,"Compressors, Pumps & Diesel Engines",65.03,44.21,1225.46,1.23,9.25,46.83,75.60,14.75,14.81,17.60,6.24,18.13,5.10,10.74,0.13,8.03,-9.32,0.00,33.56,36.84,36.17,95.85,13.83,18.07,18.13,21.57,20.08,15.73,22.40,20.60,14.46,14.46
Rotographics (I),539922,,INE364S01022,Commercial Services & Supplies,Trading & Distributors,55.64,326.67,365.87,0.00,0.45,125.00,14.36,37.68,12.35,207.47,145.40,4.22,24.33,9.30,0.05,620.95,254.37,0.00,287.77,0.39,0.53,6.91,79.00,0.09,-0.22,17.28,1.11,-3.55,-0.33,0.19,0.00,0.00
Route Mobile,543228,ROUTE,INE450U01017,Telecom - Services,Other Telecom Services,501.55,8.93,3159.92,2.19,68.55,17.67,1151.51,9.58,17.41,25.67,19.66,15.47,1.14,12.58,0.02,7.29,0.00,0.00,27.14,581.16,602.48,75.30,80.34,11.62,12.29,11.56,9.16,12.05,12.11,8.94,28.99,28.99
ROX Hi-Tech,,ROXHITECH,INE0PDJ01013,IT - Services,IT Enabled Services,46.30,6.02,106.20,0.00,10.48,15.04,109.94,5.87,16.15,26.55,92.93,24.65,0.81,14.63,0.52,15.96,4.63,0.00,5.96,3.19,23.61,76.22,4.40,13.37,13.37,15.29,14.25,14.25,14.29,,15.13,15.13
Royal Arc Ele.,,ROYALARC,INE0EO401019,Industrial Products,Electrodes & Refractories,159.00,17.56,176.49,0.63,5.73,-8.17,63.22,12.83,17.99,21.86,42.51,20.10,2.17,13.13,0.00,6.21,1.02,0.00,16.57,7.53,4.15,80.98,57.75,13.30,13.30,14.87,13.52,13.04,13.86,,5.52,5.52
Royal Cush. Vin.,526193,,INE618A01011,Consumer Durables,Granites & Marbles,11.78,,43.10,0.00,-5.13,-1121.43,8.25,-34.58,-0.17,-1.71,-2.99,,,,,2.40,16.18,76.52,21.91,7.41,-18.16,26.95,-0.63,-19.04,-15.47,-6.01,-39.76,-25.43,-13.63,-16.73,0.00,0.00
Royal India Corp,512047,,INE510H01015,Consumer Durables,"Gems, Jewellery And Watches",5.87,1.33,69.25,0.00,2.23,-30.75,3.08,-92.61,49.30,84.40,54.66,,0.51,49.44,0.00,7.37,153.28,0.00,4.45,101.93,-23.37,211.47,63.52,-1.47,4.84,5.78,39.61,,4.18,8.54,0.00,0.00
Royal Orch.Hotel,532699,ROHLTD,INE283H01019,Leisure Services,Hotels & Resorts,298.55,30.71,818.78,0.84,6.80,-41.32,107.21,36.11,10.84,36.57,25.91,19.66,3.17,12.66,2.48,13.38,-13.01,0.00,22.40,82.26,24.69,35.94,1.62,22.82,23.00,22.87,23.73,22.59,24.52,24.93,21.31,21.31
Royal Sense,544143,,INE0QQG01019,Healthcare Equipment & Supplies,Medical Equipment & Supplies,102.35,7.66,54.76,0.00,3.10,-21.72,59.89,50.82,26.15,,,,1.35,20.96,0.32,,,0.00,16.41,-13.29,1.21,100.59,10.40,10.60,10.60,14.39,8.62,13.34,,,0.00,0.00
Royale Manor,526640,,INE008C01011,Leisure Services,Hotels & Resorts,29.59,24.35,58.68,0.00,0.03,200.00,4.95,14.32,5.81,23.98,44.35,5.31,0.92,3.82,0.11,0.40,-14.25,0.00,24.37,8.06,0.09,18.24,5.99,15.51,15.53,17.81,2.63,28.81,20.51,0.92,0.00,0.00
RPG LifeScience.,532983,RPGLIFE,INE105J01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,2721.60,38.58,4501.26,0.88,30.57,16.28,195.69,15.85,25.71,12.70,22.34,22.94,7.44,19.31,0.03,11.33,17.15,0.00,29.71,56.50,77.86,60.19,113.29,21.14,20.92,24.58,22.27,18.58,21.73,21.00,34.46,34.46
RPP Infra Proj.,533284,RPPINFRA,INE324L01013,Construction,Civil Construction,54.14,129.69,268.46,0.92,2.77,-74.45,347.09,0.04,4.94,23.85,-9.88,7.95,0.50,1.74,0.20,12.85,-29.65,26.77,10.37,7.20,8.22,35.54,1.15,0.14,1.01,6.89,1.77,-6.24,4.05,5.51,0.00,0.00
RPSG Ventures,542333,RPSGVENT,INE425Y01011,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),831.40,,2750.80,0.00,253.09,34.95,3576.44,20.36,10.61,15.12,-19.95,-2.12,1.10,-5.35,3.29,16.47,2.54,0.00,14.35,1233.40,1097.50,73.47,1.49,14.55,14.20,14.43,20.57,12.55,13.92,20.20,0.00,0.00
RR Metalmakers,531667,,INE117K01013,Metals & Minerals Trading,Trading - Metals,49.15,,44.28,0.00,-0.97,-325.58,35.73,71.37,2.05,-4.72,,-9.09,5.28,-36.69,1.57,1.07,,0.00,19.18,-4.91,10.67,102.83,-0.45,-1.39,0.15,9.06,-1.43,4.49,3.23,4.89,0.00,0.00
RRIL,531307,RRIL,INE951M01037,Textiles & Apparels,Other Textile Products,16.66,22.49,201.94,0.00,1.76,21.38,29.49,22.98,9.79,66.87,56.57,8.64,1.77,7.91,0.16,-7.57,-14.27,0.00,31.64,4.06,-1.34,35.99,7.03,8.16,8.54,7.43,7.02,6.39,9.05,8.76,0.00,0.00
RRP Defense,530929,,INE535P01015,Commercial Services & Supplies,Trading & Distributors,639.85,,877.80,0.00,-1.60,-700.00,0.00,,-11.12,47.55,,1.78,68.85,-13.71,0.18,262.45,,0.00,59.02,-13.71,-0.39,172.77,,-19.77,-8.40,15.02,,-32.44,1.64,,0.00,0.00
RRPSemiconductor,504346,,INE713N01013,Finance,Other Financial Services,8374.25,,11409.08,0.00,-0.33,-13.79,0.00,,-32.66,,,,1262.07,-61.01,0.65,,,0.00,43.46,4.94,-18.78,0.00,-14.14,-105.13,-106.30,35.87,,,,,0.00,0.00
RSC Internl.,530179,,INE015F01019,Textiles & Apparels,Other Textile Products,79.92,,45.95,0.00,-0.11,-1200.00,0.00,-100.00,-256.00,-6.51,13.53,,,-1280.00,0.44,,,0.00,119.05,-0.05,-0.47,766.50,,,-320.00,-16.67,,,-26.69,10.00,0.00,0.00
